order_id,product_id,quantity,item_price
O904290,P503,,
O908854,P504,1.0,799.0
O900292,P505,2.0,799.0
O905438,P506,2.0,499.0
O909042,P507,1.0,199.0
O901134,P508,,99.0
O905035,P509,,799.0
O903351,P510,1.0,99.0
O904730,P511,1.0,499.0
O905039,P512,3.0,
O900151,P513,2.0,799.0
O905638,P514,,499.0
O907964,P515,2.0,99.0
O908962,P516,3.0,199.0
O903189,P517,,199.0
O907802,P518,,799.0
O908982,P519,2.0,499.0
O909584,P520,1.0,499.0
O906803,P521,,799.0
O905502,P522,1.0,99.0
O903740,P523,3.0,799.0
O900093,P524,,99.0
O908631,P525,3.0,99.0
O900774,P526,2.0,499.0
O908305,P527,3.0,99.0
O904817,P528,3.0,
O901578,P529,3.0,199.0
O907263,P530,1.0,799.0
O902878,P531,2.0,799.0
O909867,P532,1.0,799.0
O904052,P533,2.0,799.0
O905570,P534,,
O907316,P535,,799.0
O905425,P536,3.0,499.0
O903215,P537,1.0,
O903462,P538,2.0,199.0
O901360,P539,2.0,799.0
O908487,P540,2.0,499.0
O909107,P541,1.0,
O906466,P542,,
O900966,P543,,199.0
O908382,P544,2.0,99.0
O901561,P545,3.0,499.0
O902981,P546,1.0,199.0
O908647,P547,1.0,
O901271,P548,2.0,499.0
O905596,P549,1.0,499.0
O902303,P500,2.0,199.0
O900395,P501,,799.0
O906316,P502,,99.0
O903045,P503,1.0,199.0
O907937,P504,2.0,99.0
O901369,P505,3.0,199.0
O901047,P506,1.0,
O906008,P507,1.0,99.0
O904941,P508,2.0,799.0
O905193,P509,3.0,199.0
O900734,P510,1.0,199.0
O909769,P511,2.0,99.0
O905826,P512,2.0,799.0
O901030,P513,3.0,199.0
O904506,P514,3.0,199.0
O901085,P515,3.0,199.0
O901997,P516,2.0,199.0
O909728,P517,2.0,499.0
O905634,P518,2.0,799.0
O903741,P519,,799.0
O909103,P520,1.0,799.0
O908454,P521,3.0,99.0
O903668,P522,,499.0
O904593,P523,1.0,499.0
O908718,P524,2.0,199.0
O900820,P525,3.0,799.0
O908730,P526,2.0,
O907266,P527,3.0,799.0
O908967,P528,3.0,199.0
O908322,P529,,499.0
O905375,P530,2.0,99.0
O900311,P531,2.0,99.0
O906860,P532,3.0,99.0
O908943,P533,2.0,99.0
O908503,P534,3.0,499.0
O907966,P535,1.0,499.0
O903438,P536,1.0,199.0
O906710,P537,1.0,
O902527,P538,3.0,99.0
O908095,P539,,499.0
O905284,P540,3.0,199.0
O902261,P541,3.0,99.0
O904862,P542,,499.0
O904661,P543,2.0,799.0
O904654,P544,,
O902961,P545,2.0,799.0
O901822,P546,3.0,799.0
O903841,P547,3.0,499.0
O900794,P548,2.0,799.0
O902851,P549,,99.0
O909579,P500,3.0,799.0
O901378,P501,2.0,499.0
O907841,P502,1.0,99.0
O906388,P503,,499.0
O908541,P504,3.0,499.0
O909095,P505,,99.0
O901825,P506,,199.0
O902938,P507,,799.0
O909899,P508,1.0,99.0
O902173,P509,,499.0
O901559,P510,1.0,799.0
O902805,P511,,99.0
O909195,P512,1.0,99.0
O900490,P513,2.0,
O900314,P514,3.0,199.0
O902894,P515,3.0,
O906895,P516,,499.0
O904313,P517,1.0,499.0
O904361,P518,,199.0
O905626,P519,3.0,799.0
O902638,P520,3.0,499.0
O905704,P521,2.0,499.0
O901905,P522,,99.0
O904196,P523,3.0,799.0
O900460,P524,1.0,99.0
O903201,P525,,799.0
O901740,P526,,99.0
O901206,P527,2.0,799.0
O904172,P528,3.0,99.0
O909480,P529,3.0,499.0
O906801,P530,2.0,
O904476,P531,,99.0
O903870,P532,3.0,499.0
O904380,P533,2.0,99.0
O907414,P534,1.0,799.0
O907661,P535,2.0,199.0
O909568,P536,3.0,
O905780,P537,1.0,99.0
O903945,P538,3.0,99.0
O903814,P539,2.0,
O901899,P540,,499.0
O903368,P541,1.0,199.0
O907611,P542,2.0,799.0
O907618,P543,,199.0
O905201,P544,1.0,199.0
O907777,P545,3.0,799.0
O907682,P546,,
O900180,P547,,199.0
O907702,P548,3.0,99.0
O904205,P549,2.0,
O900325,P500,1.0,799.0
O903865,P501,1.0,99.0
O904550,P502,3.0,199.0
O909358,P503,,
O900466,P504,1.0,799.0
O902520,P505,,199.0
O900844,P506,,
O908051,P507,,
O905660,P508,2.0,99.0
O909607,P509,1.0,499.0
O904873,P510,2.0,499.0
O902885,P511,1.0,199.0
O908247,P512,3.0,99.0
O904278,P513,1.0,99.0
O907964,P514,,99.0
O904441,P515,2.0,499.0
O906650,P516,2.0,
O906490,P517,,
O901580,P518,2.0,499.0
O904895,P519,,499.0
O909118,P520,,799.0
O907717,P521,2.0,499.0
O900424,P522,1.0,99.0
O907854,P523,3.0,499.0
O907259,P524,2.0,499.0
O901630,P525,2.0,799.0
O909294,P526,2.0,
O903157,P527,2.0,99.0
O902671,P528,2.0,499.0
O903877,P529,2.0,799.0
O908741,P530,1.0,499.0
O908583,P531,3.0,199.0
O908954,P532,2.0,99.0
O907014,P533,3.0,99.0
O908064,P534,3.0,99.0
O909047,P535,1.0,499.0
O902012,P536,1.0,199.0
O900530,P537,2.0,
O907749,P538,3.0,99.0
O908087,P539,3.0,799.0
O900956,P540,1.0,99.0
O901205,P541,2.0,
O901044,P542,3.0,499.0
O901178,P543,3.0,
O906697,P544,1.0,799.0
O908099,P545,2.0,499.0
O905819,P546,1.0,
O908213,P547,3.0,499.0
O904078,P548,1.0,99.0
O901958,P549,3.0,799.0
O908720,P500,,199.0
O906242,P501,,799.0
O903330,P502,2.0,799.0
O908863,P503,3.0,799.0
O908944,P504,2.0,
O904075,P505,,499.0
O901014,P506,3.0,
O901516,P507,1.0,99.0
O908113,P508,1.0,499.0
O904651,P509,,
O909379,P510,3.0,99.0
O900548,P511,2.0,
O906906,P512,2.0,99.0
O900682,P513,3.0,
O905542,P514,1.0,799.0
O909152,P515,3.0,
O907122,P516,1.0,
O908707,P517,,99.0
O909992,P518,1.0,99.0
O903558,P519,1.0,199.0
O902211,P520,3.0,499.0
O906185,P521,2.0,99.0
O900157,P522,1.0,99.0
O905298,P523,3.0,799.0
O909005,P524,3.0,99.0
O907959,P525,2.0,799.0
O900124,P526,3.0,99.0
O904704,P527,1.0,99.0
O908064,P528,2.0,199.0
O901854,P529,1.0,
O906788,P530,,199.0
O902119,P531,1.0,99.0
O901873,P532,3.0,199.0
O902042,P533,1.0,199.0
O905305,P534,,99.0
O904641,P535,3.0,499.0
O903241,P536,2.0,799.0
O902519,P537,3.0,499.0
O905705,P538,3.0,99.0
O901742,P539,3.0,799.0
O902611,P540,3.0,199.0
O903091,P541,1.0,199.0
O900946,P542,3.0,99.0
O902995,P543,,499.0
O901115,P544,1.0,499.0
O902338,P545,2.0,99.0
O909775,P546,3.0,99.0
O900139,P547,,
O900642,P548,,499.0
O905144,P549,3.0,
O901155,P500,2.0,499.0
O902182,P501,2.0,799.0
O903869,P502,,799.0
O908908,P503,2.0,799.0
O901630,P504,1.0,99.0
O903348,P505,2.0,799.0
O901576,P506,3.0,
O900708,P507,1.0,499.0
O903910,P508,2.0,199.0
O906181,P509,2.0,499.0
O907469,P510,3.0,499.0
O906477,P511,1.0,799.0
O903811,P512,2.0,99.0
O909593,P513,3.0,99.0
O902183,P514,3.0,499.0
O902271,P515,,199.0
O906044,P516,,499.0
O909794,P517,2.0,99.0
O907732,P518,3.0,99.0
O904752,P519,3.0,799.0
O903866,P520,2.0,
O908449,P521,3.0,799.0
O904888,P522,,
O908756,P523,3.0,199.0
O904472,P524,2.0,99.0
O905129,P525,2.0,799.0
O909163,P526,,799.0
O905945,P527,2.0,99.0
O908859,P528,2.0,799.0
O903930,P529,1.0,499.0
O906942,P530,1.0,99.0
O902673,P531,1.0,199.0
O905914,P532,1.0,99.0
O907515,P533,,499.0
O905439,P534,1.0,499.0
O901007,P535,,99.0
O904600,P536,1.0,199.0
O907825,P537,,99.0
O909868,P538,1.0,799.0
O905826,P539,2.0,199.0
O902795,P540,1.0,
O904816,P541,3.0,799.0
O904912,P542,1.0,99.0
O901701,P543,,499.0
O908486,P544,1.0,499.0
O908013,P545,,99.0
O906028,P546,2.0,
O901483,P547,2.0,499.0
O906181,P548,3.0,199.0
O908415,P549,1.0,499.0
O903857,P500,2.0,799.0
O909016,P501,3.0,99.0
O902440,P502,3.0,799.0
O902727,P503,3.0,99.0
O908782,P504,,799.0
O902681,P505,1.0,799.0
O906666,P506,1.0,499.0
O903732,P507,1.0,799.0
O907831,P508,2.0,199.0
O903256,P509,,799.0
O905035,P510,2.0,
O908610,P511,1.0,99.0
O905473,P512,3.0,499.0
O905523,P513,2.0,499.0
O904717,P514,2.0,799.0
O905756,P515,,799.0
O908126,P516,1.0,99.0
O909270,P517,,799.0
O906118,P518,2.0,799.0
O902348,P519,3.0,799.0
O905700,P520,3.0,799.0
O905181,P521,3.0,
O900995,P522,1.0,99.0
O905502,P523,3.0,
O909635,P524,1.0,199.0
O906496,P525,3.0,499.0
O902407,P526,,99.0
O903520,P527,3.0,99.0
O908228,P528,3.0,
O905558,P529,1.0,99.0
O907155,P530,3.0,
O902464,P531,1.0,499.0
O901815,P532,2.0,499.0
O908223,P533,2.0,99.0
O906480,P534,1.0,499.0
O906295,P535,1.0,
O902755,P536,3.0,
O901715,P537,,199.0
O908809,P538,1.0,199.0
O909401,P539,1.0,799.0
O904928,P540,3.0,499.0
O904021,P541,2.0,799.0
O908295,P542,1.0,
O906230,P543,1.0,99.0
O909267,P544,3.0,799.0
O900086,P545,2.0,199.0
O908996,P546,3.0,799.0
O903167,P547,2.0,99.0
O903107,P548,3.0,799.0
O902652,P549,1.0,99.0
O903475,P500,3.0,499.0
O905859,P501,2.0,799.0
O909174,P502,3.0,799.0
O901434,P503,,
O901555,P504,2.0,99.0
O900972,P505,1.0,799.0
O901375,P506,1.0,99.0
O905871,P507,3.0,199.0
O901815,P508,2.0,799.0
O901678,P509,1.0,
O903711,P510,3.0,199.0
O901216,P511,3.0,499.0
O902305,P512,1.0,499.0
O905325,P513,1.0,
O906854,P514,2.0,799.0
O906398,P515,1.0,199.0
O903120,P516,2.0,199.0
O904499,P517,1.0,
O906047,P518,1.0,199.0
O905984,P519,,799.0
O901879,P520,1.0,799.0
O904929,P521,3.0,
O905668,P522,3.0,
O904779,P523,,99.0
O901309,P524,,799.0
O908730,P525,,799.0
O903680,P526,1.0,499.0
O908322,P527,3.0,99.0
O908820,P528,3.0,
O905180,P529,,499.0
O908924,P530,3.0,
O909897,P531,1.0,499.0
O902298,P532,1.0,
O906440,P533,2.0,499.0
O905870,P534,3.0,799.0
O903088,P535,3.0,799.0
O909949,P536,3.0,799.0
O901208,P537,2.0,799.0
O905277,P538,,
O904315,P539,,
O907631,P540,1.0,799.0
O906192,P541,,199.0
O906356,P542,3.0,799.0
O907320,P543,,99.0
O906062,P544,1.0,99.0
O906367,P545,3.0,199.0
O904811,P546,,499.0
O906917,P547,,799.0
O909396,P548,1.0,
O909373,P549,2.0,99.0
O905129,P500,2.0,799.0
O909544,P501,,99.0
O903324,P502,2.0,
O904563,P503,3.0,199.0
O909222,P504,2.0,
O902781,P505,,
O900940,P506,1.0,
O904018,P507,2.0,799.0
O902057,P508,2.0,499.0
O902922,P509,3.0,799.0
O901220,P510,,199.0
O900573,P511,2.0,799.0
O900258,P512,2.0,99.0
O900274,P513,2.0,
O909832,P514,1.0,799.0
O905288,P515,3.0,499.0
O905270,P516,3.0,
O903417,P517,2.0,499.0
O900217,P518,3.0,799.0
O901861,P519,3.0,499.0
O907903,P520,,499.0
O903920,P521,1.0,799.0
O907364,P522,3.0,499.0
O901845,P523,,99.0
O900053,P524,2.0,99.0
O905906,P525,3.0,99.0
O906416,P526,,
O900383,P527,1.0,
O904765,P528,,99.0
O900834,P529,3.0,499.0
O904799,P530,3.0,199.0
O904440,P531,,
O907138,P532,2.0,99.0
O909029,P533,,499.0
O906048,P534,2.0,99.0
O902731,P535,,199.0
O901344,P536,1.0,199.0
O906125,P537,2.0,99.0
O901784,P538,1.0,499.0
O909939,P539,,199.0
O908618,P540,,199.0
O908823,P541,3.0,499.0
O909536,P542,3.0,499.0
O900422,P543,3.0,199.0
O903287,P544,1.0,
O904658,P545,,199.0
O902628,P546,1.0,99.0
O907015,P547,2.0,799.0
O907257,P548,,
O907579,P549,2.0,
O904523,P500,1.0,499.0
O907449,P501,,799.0
O907380,P502,1.0,99.0
O905671,P503,2.0,99.0
O905985,P504,,
O909773,P505,3.0,99.0
O906847,P506,3.0,499.0
O902602,P507,2.0,799.0
O901614,P508,3.0,199.0
O902222,P509,3.0,
O904018,P510,2.0,499.0
O902058,P511,2.0,199.0
O904562,P512,3.0,
O904314,P513,1.0,799.0
O905801,P514,3.0,199.0
O906351,P515,,199.0
O904713,P516,1.0,199.0
O908486,P517,2.0,799.0
O901147,P518,1.0,199.0
O902635,P519,3.0,99.0
O902320,P520,,
O905946,P521,2.0,199.0
O900514,P522,2.0,99.0
O907732,P523,2.0,799.0
O904757,P524,2.0,499.0
O900463,P525,,199.0
O909112,P526,,
O901682,P527,2.0,499.0
O900594,P528,2.0,199.0
O908815,P529,,
O909925,P530,3.0,
O900194,P531,1.0,
O904158,P532,3.0,799.0
O903316,P533,,
O901504,P534,1.0,
O905118,P535,3.0,199.0
O907879,P536,,799.0
O904940,P537,3.0,
O902287,P538,,199.0
O907929,P539,,199.0
O900647,P540,1.0,799.0
O908394,P541,1.0,199.0
O904264,P542,2.0,
O904401,P543,2.0,99.0
O904111,P544,3.0,
O907996,P545,1.0,799.0
O906132,P546,,199.0
O901405,P547,1.0,499.0
O906838,P548,,499.0
O906064,P549,2.0,199.0
O903236,P500,2.0,199.0
O901045,P501,2.0,
O904642,P502,,99.0
O909302,P503,3.0,
O904489,P504,1.0,
O903273,P505,2.0,99.0
O900701,P506,3.0,99.0
O901336,P507,1.0,799.0
O906776,P508,,199.0
O903647,P509,2.0,
O908124,P510,,199.0
O903217,P511,,
O908563,P512,2.0,799.0
O904915,P513,1.0,799.0
O902018,P514,1.0,99.0
O909019,P515,2.0,199.0
O901656,P516,1.0,199.0
O907418,P517,3.0,799.0
O901611,P518,3.0,499.0
O905220,P519,1.0,99.0
O903167,P520,2.0,499.0
O908205,P521,3.0,499.0
O907445,P522,,499.0
O904404,P523,1.0,
O908533,P524,1.0,799.0
O901361,P525,3.0,499.0
O905007,P526,3.0,99.0
O904567,P527,1.0,99.0
O905123,P528,,199.0
O900977,P529,,199.0
O900373,P530,3.0,99.0
O908250,P531,,199.0
O906811,P532,1.0,
O900455,P533,3.0,199.0
O904322,P534,,799.0
O906840,P535,2.0,99.0
O902711,P536,2.0,
O907726,P537,,
O906909,P538,1.0,99.0
O904831,P539,1.0,499.0
O909371,P540,1.0,199.0
O907021,P541,,499.0
O900859,P542,,
O901593,P543,1.0,
O906472,P544,,799.0
O907092,P545,3.0,199.0
O903302,P546,3.0,199.0
O900091,P547,,799.0
O906658,P548,2.0,199.0
O903097,P549,1.0,799.0
O900185,P500,2.0,99.0
O904517,P501,2.0,
O908588,P502,,
O909790,P503,1.0,199.0
O907008,P504,,199.0
O902229,P505,2.0,499.0
O905849,P506,2.0,199.0
O905461,P507,2.0,499.0
O904867,P508,,799.0
O903967,P509,2.0,499.0
O905396,P510,3.0,99.0
O903966,P511,1.0,199.0
O905127,P512,1.0,199.0
O903703,P513,1.0,99.0
O908257,P514,2.0,499.0
O907659,P515,2.0,199.0
O909611,P516,2.0,499.0
O905154,P517,1.0,
O904770,P518,3.0,199.0
O905390,P519,1.0,499.0
O907250,P520,3.0,199.0
O906871,P521,1.0,799.0
O900383,P522,3.0,99.0
O904589,P523,1.0,99.0
O901907,P524,3.0,799.0
O909496,P525,3.0,799.0
O905143,P526,2.0,199.0
O905161,P527,1.0,
O901773,P528,,199.0
O902316,P529,2.0,499.0
O901220,P530,,799.0
O906489,P531,,799.0
O907827,P532,2.0,199.0
O905457,P533,1.0,499.0
O904538,P534,,799.0
O905645,P535,2.0,499.0
O902926,P536,2.0,499.0
O908278,P537,1.0,499.0
O902148,P538,1.0,499.0
O906084,P539,1.0,799.0
O904436,P540,3.0,799.0
O901125,P541,2.0,199.0
O900001,P542,,199.0
O906887,P543,2.0,
O902608,P544,3.0,
O902769,P545,2.0,799.0
O900998,P546,1.0,199.0
O909184,P547,1.0,799.0
O906285,P548,1.0,199.0
O904592,P549,,199.0
O907308,P500,,99.0
O908669,P501,2.0,799.0
O907607,P502,,799.0
O900458,P503,,499.0
O900097,P504,2.0,799.0
O904275,P505,2.0,199.0
O907077,P506,2.0,99.0
O902554,P507,,
O907907,P508,1.0,499.0
O906696,P509,2.0,99.0
O903045,P510,2.0,799.0
O900850,P511,1.0,799.0
O905590,P512,1.0,199.0
O906310,P513,3.0,199.0
O904763,P514,3.0,799.0
O906318,P515,2.0,799.0
O907283,P516,2.0,799.0
O903741,P517,2.0,799.0
O905094,P518,2.0,799.0
O904119,P519,2.0,99.0
O909698,P520,,
O906780,P521,2.0,499.0
O904516,P522,2.0,799.0
O902986,P523,3.0,99.0
O900099,P524,3.0,799.0
O900583,P525,1.0,
O906523,P526,1.0,799.0
O901624,P527,,799.0
O907122,P528,,799.0
O902686,P529,3.0,99.0
O904661,P530,2.0,799.0
O909599,P531,2.0,
O905435,P532,,99.0
O905291,P533,1.0,799.0
O907970,P534,3.0,799.0
O901789,P535,,799.0
O900595,P536,3.0,199.0
O909713,P537,1.0,
O909542,P538,,199.0
O907929,P539,1.0,499.0
O909605,P540,1.0,799.0
O905417,P541,3.0,
O909258,P542,2.0,499.0
O905948,P543,1.0,799.0
O908327,P544,2.0,799.0
O902486,P545,,499.0
O904648,P546,3.0,799.0
O900518,P547,1.0,499.0
O908943,P548,2.0,499.0
O909033,P549,1.0,199.0
O902617,P500,2.0,499.0
O901461,P501,,
O908057,P502,3.0,
O905848,P503,2.0,
O903784,P504,2.0,499.0
O909652,P505,,199.0
O907550,P506,,
O903256,P507,,799.0
O901951,P508,,799.0
O909909,P509,2.0,99.0
O908982,P510,,
O904169,P511,3.0,499.0
O900681,P512,3.0,799.0
O900702,P513,1.0,199.0
O908534,P514,1.0,99.0
O901852,P515,,
O901457,P516,3.0,199.0
O900758,P517,,
O904711,P518,,99.0
O909391,P519,2.0,499.0
O903102,P520,3.0,99.0
O907992,P521,1.0,499.0
O900016,P522,1.0,499.0
O907151,P523,2.0,
O906683,P524,,799.0
O904019,P525,2.0,99.0
O908599,P526,3.0,99.0
O905084,P527,,799.0
O907535,P528,3.0,99.0
O900730,P529,,199.0
O907742,P530,1.0,799.0
O909220,P531,1.0,
O906444,P532,2.0,799.0
O909882,P533,1.0,199.0
O900655,P534,3.0,799.0
O903762,P535,3.0,799.0
O901538,P536,,199.0
O902688,P537,2.0,
O908750,P538,2.0,
O908156,P539,3.0,199.0
O907981,P540,3.0,199.0
O902631,P541,2.0,499.0
O904567,P542,,99.0
O900993,P543,1.0,
O907388,P544,3.0,99.0
O902082,P545,2.0,199.0
O906800,P546,1.0,199.0
O906885,P547,2.0,199.0
O900810,P548,2.0,99.0
O902172,P549,2.0,99.0
O906592,P500,,
O900575,P501,,99.0
O904393,P502,3.0,99.0
O900751,P503,1.0,499.0
O902156,P504,,
O902809,P505,2.0,
O904790,P506,3.0,799.0
O906234,P507,3.0,
O900461,P508,2.0,799.0
O900892,P509,3.0,199.0
O908045,P510,1.0,99.0
O901442,P511,3.0,99.0
O900643,P512,2.0,499.0
O900687,P513,2.0,499.0
O904021,P514,2.0,799.0
O907622,P515,3.0,
O909799,P516,1.0,499.0
O909542,P517,3.0,499.0
O907425,P518,3.0,199.0
O904332,P519,2.0,
O900441,P520,1.0,199.0
O904416,P521,2.0,
O904294,P522,3.0,799.0
O902232,P523,1.0,499.0
O908747,P524,,199.0
O908779,P525,2.0,799.0
O909405,P526,3.0,99.0
O906644,P527,,499.0
O909999,P528,,199.0
O903370,P529,2.0,99.0
O900638,P530,3.0,99.0
O901548,P531,2.0,99.0
O909600,P532,,499.0
O903898,P533,1.0,99.0
O902407,P534,1.0,799.0
O909929,P535,,199.0
O906705,P536,3.0,499.0
O906262,P537,1.0,799.0
O908250,P538,1.0,499.0
O900532,P539,3.0,799.0
O908834,P540,,
O903269,P541,3.0,499.0
O909526,P542,3.0,
O903409,P543,1.0,499.0
O909448,P544,1.0,499.0
O900480,P545,3.0,799.0
O905596,P546,3.0,
O904792,P547,1.0,
O901910,P548,,
O905846,P549,3.0,199.0
O900345,P500,,799.0
O905414,P501,2.0,499.0
O904537,P502,1.0,
O901660,P503,1.0,99.0
O903241,P504,1.0,99.0
O904563,P505,,
O901230,P506,,799.0
O900108,P507,3.0,
O909843,P508,3.0,199.0
O902886,P509,1.0,99.0
O905295,P510,1.0,99.0
O900840,P511,,99.0
O904372,P512,,499.0
O908293,P513,2.0,499.0
O905346,P514,3.0,
O908956,P515,2.0,499.0
O908998,P516,1.0,199.0
O903824,P517,2.0,499.0
O909645,P518,1.0,799.0
O909611,P519,,499.0
O908145,P520,2.0,199.0
O903009,P521,3.0,199.0
O901796,P522,2.0,99.0
O900277,P523,2.0,499.0
O900235,P524,,499.0
O906090,P525,3.0,199.0
O903055,P526,1.0,799.0
O909973,P527,2.0,799.0
O908793,P528,3.0,
O901780,P529,2.0,199.0
O904547,P530,2.0,99.0
O902653,P531,3.0,799.0
O903317,P532,3.0,799.0
O902223,P533,3.0,99.0
O907470,P534,3.0,199.0
O900371,P535,,
O903169,P536,1.0,499.0
O905056,P537,,
O907750,P538,3.0,499.0
O905482,P539,3.0,
O905643,P540,1.0,499.0
O907623,P541,3.0,99.0
O906998,P542,1.0,499.0
O908563,P543,1.0,499.0
O903677,P544,3.0,199.0
O902650,P545,1.0,799.0
O900093,P546,,
O908613,P547,3.0,799.0
O908438,P548,3.0,
O908862,P549,,199.0
O902133,P500,3.0,
O903242,P501,3.0,499.0
O906700,P502,2.0,499.0
O906791,P503,,499.0
O907028,P504,1.0,799.0
O908309,P505,1.0,99.0
O902435,P506,2.0,199.0
O907827,P507,1.0,799.0
O904688,P508,3.0,499.0
O905237,P509,1.0,199.0
O905949,P510,2.0,199.0
O907378,P511,3.0,99.0
O902206,P512,1.0,99.0
O908575,P513,1.0,799.0
O907422,P514,1.0,
O909123,P515,,
O908923,P516,,99.0
O902543,P517,2.0,499.0
O902270,P518,,499.0
O902409,P519,1.0,
O901021,P520,2.0,799.0
O906003,P521,2.0,199.0
O906883,P522,1.0,499.0
O908391,P523,,499.0
O901657,P524,,499.0
O902998,P525,3.0,
O906410,P526,,199.0
O904029,P527,,799.0
O904821,P528,2.0,
O904853,P529,3.0,799.0
O901812,P530,,199.0
O903692,P531,2.0,
O907473,P532,3.0,199.0
O905674,P533,3.0,199.0
O903176,P534,,499.0
O900672,P535,,99.0
O901030,P536,1.0,
O905908,P537,2.0,199.0
O900037,P538,1.0,99.0
O901552,P539,1.0,99.0
O907943,P540,3.0,799.0
O902675,P541,1.0,
O904469,P542,,199.0
O907709,P543,3.0,499.0
O904870,P544,1.0,499.0
O900814,P545,3.0,799.0
O906351,P546,,499.0
O907948,P547,3.0,
O905799,P548,1.0,799.0
O905423,P549,2.0,
O901514,P500,1.0,
O907790,P501,2.0,99.0
O904267,P502,2.0,199.0
O906889,P503,,799.0
O901703,P504,3.0,
O903551,P505,,799.0
O902130,P506,3.0,199.0
O903220,P507,,199.0
O906827,P508,1.0,799.0
O904693,P509,1.0,799.0
O904816,P510,,99.0
O907303,P511,,199.0
O901001,P512,1.0,199.0
O909907,P513,2.0,
O906002,P514,3.0,199.0
O909975,P515,3.0,99.0
O907257,P516,3.0,99.0
O900383,P517,3.0,99.0
O901535,P518,2.0,199.0
O908581,P519,3.0,499.0
O909322,P520,,199.0
O902564,P521,3.0,99.0
O907832,P522,3.0,99.0
O903514,P523,3.0,99.0
O905842,P524,3.0,799.0
O903868,P525,1.0,99.0
O902663,P526,,799.0
O900317,P527,1.0,99.0
O905749,P528,,
O904604,P529,2.0,799.0
O907782,P530,1.0,199.0
O900157,P531,,799.0
O906852,P532,1.0,
O901527,P533,3.0,499.0
O903439,P534,1.0,499.0
O905800,P535,,499.0
O909603,P536,,499.0
O907769,P537,,
O907542,P538,2.0,99.0
O906564,P539,,199.0
O901114,P540,,
O906179,P541,3.0,799.0
O901560,P542,3.0,499.0
O902868,P543,,99.0
O905215,P544,3.0,799.0
O900491,P545,2.0,799.0
O906044,P546,,
O901233,P547,1.0,99.0
O902104,P548,2.0,499.0
O908338,P549,3.0,199.0
O902180,P500,2.0,799.0
O906361,P501,,
O904245,P502,3.0,199.0
O906647,P503,3.0,99.0
O907572,P504,1.0,199.0
O905370,P505,2.0,
O907563,P506,,
O906760,P507,1.0,799.0
O900557,P508,1.0,99.0
O908382,P509,2.0,
O904522,P510,2.0,499.0
O903372,P511,1.0,199.0
O908514,P512,1.0,799.0
O900919,P513,2.0,799.0
O903188,P514,3.0,799.0
O909682,P515,3.0,199.0
O907614,P516,1.0,799.0
O906946,P517,1.0,
O904406,P518,3.0,99.0
O907268,P519,1.0,199.0
O901841,P520,3.0,799.0
O901192,P521,1.0,
O909367,P522,1.0,799.0
O905323,P523,3.0,
O907220,P524,3.0,99.0
O906357,P525,2.0,199.0
O907842,P526,,99.0
O900987,P527,,799.0
O906899,P528,,499.0
O903769,P529,2.0,499.0
O905131,P530,3.0,499.0
O905301,P531,3.0,99.0
O901406,P532,,199.0
O908533,P533,3.0,
O909241,P534,2.0,799.0
O908497,P535,1.0,199.0
O908895,P536,1.0,
O909915,P537,2.0,499.0
O908988,P538,3.0,
O905585,P539,2.0,
O900953,P540,2.0,499.0
O904720,P541,3.0,499.0
O902646,P542,2.0,799.0
O903551,P543,3.0,499.0
O905447,P544,1.0,499.0
O907634,P545,3.0,
O902677,P546,,99.0
O907388,P547,3.0,99.0
O907610,P548,1.0,799.0
O909789,P549,1.0,199.0
O904933,P500,1.0,499.0
O902102,P501,2.0,499.0
O904221,P502,2.0,799.0
O900791,P503,2.0,799.0
O902517,P504,2.0,799.0
O909670,P505,,99.0
O909779,P506,1.0,799.0
O906933,P507,2.0,199.0
O908735,P508,1.0,799.0
O900877,P509,1.0,799.0
O907475,P510,2.0,199.0
O907182,P511,2.0,
O904655,P512,1.0,
O905310,P513,2.0,199.0
O903594,P514,,799.0
O904336,P515,1.0,199.0
O900678,P516,,199.0
O904407,P517,,499.0
O902101,P518,,799.0
O906281,P519,,799.0
O901459,P520,2.0,
O905675,P521,1.0,
O907944,P522,1.0,499.0
O904451,P523,2.0,499.0
O908007,P524,3.0,99.0
O901496,P525,2.0,199.0
O908006,P526,3.0,799.0
O905387,P527,3.0,499.0
O906955,P528,,199.0
O902389,P529,1.0,799.0
O908117,P530,1.0,799.0
O909527,P531,3.0,
O906094,P532,2.0,199.0
O905669,P533,1.0,799.0
O904663,P534,1.0,199.0
O902536,P535,2.0,
O903801,P536,3.0,99.0
O900150,P537,3.0,799.0
O903815,P538,2.0,499.0
O902566,P539,3.0,499.0
O908090,P540,,799.0
O909642,P541,,499.0
O901392,P542,3.0,799.0
O906251,P543,,799.0
O901174,P544,3.0,799.0
O902060,P545,1.0,
O901116,P546,2.0,
O900180,P547,2.0,499.0
O909178,P548,3.0,199.0
O903089,P549,3.0,99.0
O902049,P500,1.0,199.0
O908438,P501,3.0,499.0
O904555,P502,2.0,
O905423,P503,,99.0
O906682,P504,1.0,499.0
O909761,P505,,799.0
O904171,P506,,799.0
O909537,P507,1.0,99.0
O903794,P508,,499.0
O903283,P509,,199.0
O900962,P510,,
O901462,P511,3.0,499.0
O905724,P512,1.0,99.0
O909878,P513,1.0,799.0
O909795,P514,,99.0
O909844,P515,2.0,
O908735,P516,,199.0
O905360,P517,,99.0
O900955,P518,1.0,499.0
