order_id,customer_id,order_date,status
O907848,C7099,2025-06-28,SHIPPED
O907849,C8132,2025-06-23,PLACED
O907850,C4294,2025-08-29,
O907851,C6405,2025-11-10,PLACED
O907852,C8377,2025-08-04,
O907853,C8685,2025-02-21,SHIPPED
O907854,C1514,2025-07-20,
O907855,C8875,2025-12-25,DELIVERED
O907856,C7921,2025-06-06,SHIPPED
O907857,C1998,2025-10-06,
O907858,C8761,2025-10-28,
O907859,C5993,2025-12-13,SHIPPED
O907860,C6294,2025-04-29,DELIVERED
O907861,C1129,2025-06-16,PLACED
O907862,C1788,2025-02-11,SHIPPED
O907863,C4623,2025-06-18,DELIVERED
O907864,C4427,2025-06-03,DELIVERED
O907865,C3577,2025-02-09,SHIPPED
O907866,C2187,2025-01-21,PLACED
O907867,C7582,2025-04-26,DELIVERED
O907868,C2224,2025-04-24,SHIPPED
O907869,C6722,2025-08-24,SHIPPED
O907870,C4417,2025-03-01,
O907871,C7872,2026-01-20,SHIPPED
O907872,C2930,2025-11-04,SHIPPED
O907873,C6841,2025-04-06,
O907874,C10416,2025-04-24,SHIPPED
O907875,C6837,2025-05-08,PLACED
O907876,C3078,2025-12-08,SHIPPED
O907877,C8330,2025-07-30,PLACED
O907878,C4906,2025-12-28,PLACED
O907879,C2178,2025-07-24,SHIPPED
O907880,C1426,2026-01-22,SHIPPED
O907881,C4774,2025-11-30,DELIVERED
O907882,C9906,2025-06-22,
O907883,C8257,2025-04-01,DELIVERED
O907884,C9775,2025-11-21,PLACED
O907885,C10636,2025-09-01,DELIVERED
O907886,C6385,2025-05-12,
O907887,C4371,2026-02-05,PLACED
O907888,C4077,2025-04-06,DELIVERED
O907889,C8374,2025-04-06,SHIPPED
O907890,C6222,2025-03-01,PLACED
O907891,C8099,2025-05-08,PLACED
O907892,C8981,2025-05-14,DELIVERED
O907893,C5742,2025-04-19,DELIVERED
O907894,C10757,2025-11-07,SHIPPED
O907895,C1369,2025-09-17,PLACED
O907896,C3072,2026-02-02,PLACED
O907897,C10483,2025-06-08,PLACED
O907898,C10215,2025-08-24,DELIVERED
O907899,C9293,2025-02-11,
O907900,C5241,2026-01-17,
O907901,C1417,2025-09-16,PLACED
O907902,C5826,2025-10-05,
O907903,C2647,2025-08-09,PLACED
O907904,C1110,2025-02-24,DELIVERED
O907905,C2509,2025-12-04,DELIVERED
O907906,C4813,2025-11-06,DELIVERED
O907907,C2037,2025-03-05,
O907908,C9312,2025-06-30,PLACED
O907909,C10344,2025-12-20,PLACED
O907910,C4773,2025-04-18,PLACED
O907911,C8764,2025-04-21,PLACED
O907912,C6560,2025-07-26,DELIVERED
O907913,C7319,2025-05-20,SHIPPED
O907914,C2220,2025-09-22,PLACED
O907915,C7787,2025-09-09,
O907916,C5440,2025-07-05,SHIPPED
O907917,C5098,2025-05-14,
O907918,C7366,2025-10-29,
O907919,C3799,2025-06-06,SHIPPED
O907920,C6152,2025-11-25,
O907921,C6087,2025-02-08,DELIVERED
O907922,C9471,2025-09-21,
O907923,C4162,2026-01-19,DELIVERED
O907924,C3069,2025-11-11,SHIPPED
O907925,C8235,2025-09-19,
O907926,C3381,2025-03-21,
O907927,C9854,2025-09-13,SHIPPED
O907928,C10780,2026-01-04,PLACED
O907929,C5329,2025-07-16,SHIPPED
O907930,C8119,2025-09-20,
O907931,C1160,2025-07-24,PLACED
O907932,C4371,2025-03-06,SHIPPED
O907933,C10029,2025-11-12,
O907934,C3688,2025-08-01,PLACED
O907935,C2240,2025-07-17,SHIPPED
O907936,C7537,2025-02-04,SHIPPED
O907937,C7371,2025-04-24,PLACED
O907938,C8799,2025-08-16,SHIPPED
O907939,C3363,2025-07-02,PLACED
O907940,C10551,2025-12-13,SHIPPED
O907941,C4273,2025-11-14,SHIPPED
O907942,C7371,2025-02-08,DELIVERED
O907943,C7302,2025-09-12,SHIPPED
O907944,C10393,2025-06-29,DELIVERED
O907945,C3077,2025-03-10,
O907946,C2742,2025-10-15,PLACED
O907947,C9511,2025-07-24,DELIVERED
O907948,C10655,2025-04-17,SHIPPED
O907949,C5635,2025-11-20,DELIVERED
O907950,C10771,2025-04-02,PLACED
O907951,C8062,2025-10-22,PLACED
O907952,C3813,2026-01-27,PLACED
O907953,C4190,2025-06-10,SHIPPED
O907954,C3463,2025-02-17,
O907955,C4017,2025-07-16,DELIVERED
O907956,C4989,2025-12-13,SHIPPED
O907957,C9435,2025-08-07,SHIPPED
O907958,C1282,2025-11-26,PLACED
O907959,C3185,2025-03-23,
O907960,C9123,2025-06-05,PLACED
O907961,C10189,2025-05-22,
O907962,C1161,2026-01-04,SHIPPED
O907963,C10995,2025-06-29,DELIVERED
O907964,C5194,2025-06-09,PLACED
O907965,C9781,2025-07-24,DELIVERED
O907966,C6910,2025-08-09,
O907967,C1340,2025-07-22,PLACED
O907968,C7176,2025-01-23,
O907969,C7800,2025-02-27,PLACED
O907970,C4145,2025-03-12,PLACED
O907971,C7074,2025-06-08,
O907972,C6980,2025-04-05,DELIVERED
O907973,C2218,2025-12-09,DELIVERED
O907974,C8909,2025-09-07,SHIPPED
O907975,C9062,2025-07-05,DELIVERED
O907976,C1197,2025-03-20,DELIVERED
O907977,C5061,2025-11-14,
O907978,C9769,2025-09-22,PLACED
O907979,C7720,2025-05-07,PLACED
O907980,C5243,2025-07-28,DELIVERED
O907981,C1762,2025-11-16,
O907982,C9233,2025-06-12,PLACED
O907983,C6428,2025-10-14,DELIVERED
O907984,C1959,2025-05-04,PLACED
O907985,C3416,2025-02-15,PLACED
O907986,C3627,2026-01-19,
O907987,C3911,2025-02-10,SHIPPED
O907988,C5526,2025-04-06,
O907989,C10570,2025-04-20,
O907990,C9269,2025-03-03,SHIPPED
O907991,C1517,2025-06-11,SHIPPED
O907992,C5618,2025-05-30,SHIPPED
O907993,C2872,2025-06-03,PLACED
O907994,C1347,2025-08-23,SHIPPED
O907995,C2836,2025-09-11,PLACED
O907996,C6374,2025-10-10,PLACED
O907997,C3580,2025-04-20,
O907998,C8069,2025-02-09,SHIPPED
O907999,C1439,2025-07-16,SHIPPED
O908000,C7154,2025-06-22,PLACED
O908001,C7104,2025-07-24,SHIPPED
O908002,C2045,2025-10-27,DELIVERED
O908003,C3888,2025-02-04,DELIVERED
O908004,C1416,2025-03-30,PLACED
O908005,C9897,2025-12-01,SHIPPED
O908006,C7181,2025-05-07,DELIVERED
O908007,C10609,2026-01-06,DELIVERED
O908008,C9256,2025-09-23,DELIVERED
O908009,C2455,2025-06-08,DELIVERED
O908010,C1600,2025-06-13,
O908011,C10145,2025-06-09,SHIPPED
O908012,C8362,2025-03-12,DELIVERED
O908013,C6158,2025-08-21,DELIVERED
O908014,C1035,2025-03-22,SHIPPED
O908015,C6840,2025-07-20,PLACED
O908016,C3348,2026-01-24,DELIVERED
O908017,C6166,2025-08-21,PLACED
O908018,C1739,2025-04-18,SHIPPED
O908019,C8770,2025-05-03,PLACED
O908020,C9394,2025-06-18,DELIVERED
O908021,C1406,2025-12-22,PLACED
O908022,C4945,2025-01-20,
O908023,C8201,2025-05-22,DELIVERED
O908024,C8788,2025-12-19,
O908025,C2953,2025-10-18,DELIVERED
O908026,C8623,2025-08-03,DELIVERED
O908027,C1221,2025-05-16,PLACED
O908028,C5655,2025-12-20,PLACED
O908029,C1242,2025-01-03,
O908030,C7144,2025-08-10,SHIPPED
O908031,C7681,2026-01-07,DELIVERED
O908032,C4809,2025-10-10,SHIPPED
O908033,C8343,2025-08-28,DELIVERED
O908034,C6541,2025-11-02,SHIPPED
O908035,C8786,2025-08-02,DELIVERED
O908036,C1667,2025-09-08,
O908037,C6392,2025-01-17,DELIVERED
O908038,C6196,2025-04-06,PLACED
O908039,C4912,2025-03-13,DELIVERED
O908040,C3646,2025-03-11,PLACED
O908041,C2161,2025-09-08,DELIVERED
O908042,C4568,2025-09-01,DELIVERED
O908043,C4554,2025-04-03,SHIPPED
O908044,C3129,2025-02-17,PLACED
O908045,C4051,2025-01-19,PLACED
O908046,C10697,2025-07-24,
O908047,C3805,2025-09-16,SHIPPED
O908048,C10476,2025-08-05,DELIVERED
O908049,C5419,2025-07-22,SHIPPED
O908050,C4568,2025-08-30,
O908051,C9031,2025-09-26,
O908052,C8414,2025-10-12,SHIPPED
O908053,C1159,2025-06-18,
O908054,C3566,2025-06-18,
O908055,C8452,2026-01-10,
O908056,C7346,2025-01-07,SHIPPED
O908057,C6574,2025-07-07,SHIPPED
O908058,C6467,2026-01-26,
O908059,C10797,2025-01-10,SHIPPED
O908060,C9849,2025-03-31,
O908061,C10020,2025-04-29,PLACED
O908062,C5190,2025-12-06,DELIVERED
O908063,C5592,2025-05-16,
O908064,C10412,2025-03-28,SHIPPED
O908065,C7450,2025-12-29,DELIVERED
O908066,C9041,2026-01-14,SHIPPED
O908067,C3606,2025-04-30,SHIPPED
O908068,C5165,2025-09-06,DELIVERED
O908069,C4848,2025-12-13,SHIPPED
O908070,C1018,2025-12-30,PLACED
O908071,C10950,2025-03-25,SHIPPED
O908072,C5082,2025-06-01,PLACED
O908073,C8081,2025-03-28,SHIPPED
O908074,C1263,2025-04-22,DELIVERED
O908075,C2520,2025-04-27,PLACED
O908076,C9855,2025-01-02,
O908077,C4023,2025-07-15,DELIVERED
O908078,C10037,2025-08-05,PLACED
O908079,C10510,2025-05-14,PLACED
O908080,C4610,2025-02-05,
O908081,C9874,2025-04-18,
O908082,C7976,2025-06-29,SHIPPED
O908083,C1092,2025-07-05,
O908084,C6761,2025-08-26,SHIPPED
O908085,C9481,2025-05-24,SHIPPED
O908086,C4242,2025-02-01,
O908087,C5575,2025-04-20,
O908088,C3510,2025-09-11,DELIVERED
O908089,C10142,2025-10-13,SHIPPED
O908090,C2538,2025-01-11,SHIPPED
O908091,C7001,2025-08-17,
O908092,C3344,2025-02-02,
O908093,C6774,2025-04-09,
O908094,C3391,2025-10-07,SHIPPED
O908095,C5042,2025-11-11,DELIVERED
O908096,C4042,2025-07-02,PLACED
O908097,C6345,2025-08-20,
O908098,C1629,2025-01-02,
O908099,C7046,2025-02-16,PLACED
O908100,C10417,2025-05-13,
O908101,C5108,2025-12-06,PLACED
O908102,C10369,2025-04-12,PLACED
O908103,C4451,2025-07-17,DELIVERED
O908104,C9791,2025-11-17,DELIVERED
O908105,C3197,2025-12-13,
O908106,C4972,2025-12-16,SHIPPED
O908107,C2000,2025-07-02,DELIVERED
O908108,C10951,2026-01-18,DELIVERED
O908109,C3401,2025-01-08,SHIPPED
O908110,C3899,2025-03-10,PLACED
O908111,C4061,2025-12-26,SHIPPED
O908112,C7671,2025-01-14,DELIVERED
O908113,C9637,2025-10-29,DELIVERED
O908114,C7976,2025-08-01,
O908115,C6589,2025-08-17,PLACED
O908116,C7682,2025-03-24,SHIPPED
O908117,C7190,2025-06-05,SHIPPED
O908118,C2577,2026-01-10,DELIVERED
O908119,C1071,2025-04-22,PLACED
O908120,C10624,2025-01-15,PLACED
O908121,C10920,2025-04-05,
O908122,C8739,2025-09-04,PLACED
O908123,C4436,2025-04-09,
O908124,C1070,2025-09-19,SHIPPED
O908125,C6344,2025-05-08,
O908126,C10798,2025-03-30,DELIVERED
O908127,C2174,2025-08-13,PLACED
O908128,C1177,2025-01-12,SHIPPED
O908129,C1659,2025-11-14,SHIPPED
O908130,C6173,2025-03-19,
O908131,C6837,2025-04-16,PLACED
O908132,C2566,2025-03-30,PLACED
O908133,C2613,2025-05-01,
O908134,C4185,2025-04-02,
O908135,C6883,2025-09-04,
O908136,C2639,2025-02-23,PLACED
O908137,C10827,2025-04-05,DELIVERED
O908138,C2790,2025-07-04,
O908139,C9657,2025-08-16,PLACED
O908140,C2235,2025-11-21,DELIVERED
O908141,C7218,2025-12-24,PLACED
O908142,C2577,2025-09-19,PLACED
O908143,C8889,2025-11-27,SHIPPED
O908144,C1077,2025-11-16,
O908145,C10864,2025-09-09,SHIPPED
O908146,C9329,2025-06-03,PLACED
O908147,C7975,2025-10-01,
O908148,C5167,2025-08-21,PLACED
O908149,C8192,2025-11-19,DELIVERED
O908150,C4565,2025-09-19,PLACED
O908151,C7155,2026-01-27,PLACED
O908152,C1912,2025-01-06,
O908153,C1039,2025-07-04,PLACED
O908154,C7396,2025-11-29,
O908155,C6072,2025-04-28,DELIVERED
O908156,C7002,2025-05-31,SHIPPED
O908157,C5981,2025-11-22,
O908158,C10617,2025-04-20,
O908159,C10417,2025-07-15,DELIVERED
O908160,C8550,2025-08-19,PLACED
O908161,C10287,2025-08-08,SHIPPED
O908162,C4331,2025-06-02,PLACED
O908163,C7882,2025-04-20,PLACED
O908164,C10720,2025-03-15,PLACED
O908165,C9923,2025-01-02,
O908166,C3042,2025-03-09,PLACED
O908167,C10754,2025-10-27,DELIVERED
O908168,C3873,2025-07-07,PLACED
O908169,C3313,2025-09-04,DELIVERED
O908170,C1534,2025-12-04,DELIVERED
O908171,C6048,2025-05-19,SHIPPED
O908172,C1800,2026-01-21,DELIVERED
O908173,C1231,2025-06-26,PLACED
O908174,C10361,2025-12-02,PLACED
O908175,C6771,2026-01-15,DELIVERED
O908176,C8987,2025-11-29,PLACED
O908177,C7680,2025-08-20,SHIPPED
O908178,C8380,2025-08-06,PLACED
O908179,C4628,2025-05-07,DELIVERED
O908180,C5519,2025-08-05,PLACED
O908181,C7083,2025-11-12,DELIVERED
O908182,C4690,2025-02-16,SHIPPED
O908183,C4105,2025-08-10,DELIVERED
O908184,C5484,2025-05-26,SHIPPED
O908185,C8846,2025-03-07,
O908186,C3159,2025-04-28,SHIPPED
O908187,C9190,2025-03-25,DELIVERED
O908188,C10803,2025-06-15,
O908189,C2670,2025-12-21,
O908190,C4764,2025-09-23,
O908191,C1462,2026-02-04,DELIVERED
O908192,C4542,2026-01-27,
O908193,C8375,2025-04-08,PLACED
O908194,C2086,2025-08-31,PLACED
O908195,C9787,2025-06-06,DELIVERED
O908196,C7031,2026-01-02,PLACED
O908197,C10900,2025-12-30,
O908198,C2853,2025-10-04,PLACED
O908199,C2904,2026-02-01,
O908200,C3364,2025-12-07,PLACED
O908201,C3062,2025-12-05,DELIVERED
O908202,C4448,2025-02-20,
O908203,C1605,2025-12-07,PLACED
O908204,C9846,2025-12-28,DELIVERED
O908205,C1124,2026-01-25,DELIVERED
O908206,C10541,2025-05-13,DELIVERED
O908207,C1816,2025-10-25,
O908208,C1141,2025-06-26,SHIPPED
O908209,C1635,2025-12-11,PLACED
O908210,C3820,2025-04-21,SHIPPED
O908211,C6208,2025-02-19,
O908212,C8993,2025-08-03,
O908213,C9582,2025-12-20,
O908214,C7552,2025-05-26,
O908215,C1457,2026-01-30,SHIPPED
O908216,C9528,2026-01-26,PLACED
O908217,C7643,2025-04-01,SHIPPED
O908218,C4634,2025-06-02,PLACED
O908219,C10914,2025-02-17,
O908220,C2600,2025-07-10,
O908221,C2991,2025-04-21,SHIPPED
O908222,C6003,2025-06-16,
O908223,C2525,2025-01-29,PLACED
O908224,C5396,2025-01-09,PLACED
O908225,C9635,2025-09-12,SHIPPED
O908226,C3826,2025-03-24,PLACED
O908227,C8892,2025-03-06,
O908228,C8293,2025-08-13,PLACED
O908229,C5725,2025-08-14,PLACED
O908230,C10143,2025-08-11,DELIVERED
O908231,C5249,2025-07-19,DELIVERED
O908232,C9131,2025-08-17,SHIPPED
O908233,C8100,2026-01-25,DELIVERED
O908234,C1769,2025-01-10,DELIVERED
O908235,C7640,2025-11-06,
O908236,C6686,2025-12-10,SHIPPED
O908237,C8994,2025-07-04,PLACED
O908238,C6847,2025-03-13,SHIPPED
O908239,C6766,2026-01-24,DELIVERED
O908240,C9509,2025-05-13,SHIPPED
O908241,C10209,2025-09-12,PLACED
O908242,C8576,2025-06-11,DELIVERED
O908243,C7636,2025-06-08,PLACED
O908244,C10890,2025-07-05,SHIPPED
O908245,C3193,2025-01-25,DELIVERED
O908246,C3925,2025-11-07,PLACED
O908247,C9924,2026-01-07,DELIVERED
O908248,C1288,2025-02-24,
O908249,C5236,2025-11-23,
O908250,C10709,2025-07-23,
O908251,C5676,2025-02-11,SHIPPED
O908252,C7438,2025-10-22,SHIPPED
O908253,C8898,2026-01-06,
O908254,C2363,2025-07-12,DELIVERED
O908255,C7146,2025-01-21,
O908256,C4614,2025-09-18,PLACED
O908257,C7803,2025-11-06,PLACED
O908258,C1040,2025-08-06,DELIVERED
O908259,C7590,2025-01-29,
O908260,C8027,2025-02-10,PLACED
O908261,C6646,2026-01-15,SHIPPED
O908262,C6980,2025-07-07,PLACED
O908263,C4272,2025-01-24,PLACED
O908264,C3396,2025-10-06,DELIVERED
O908265,C8563,2025-03-17,SHIPPED
O908266,C5131,2025-06-22,
O908267,C2658,2025-11-23,
O908268,C3107,2025-11-12,PLACED
O908269,C9703,2025-11-29,DELIVERED
O908270,C9511,2025-05-09,DELIVERED
O908271,C10806,2025-02-13,PLACED
O908272,C2308,2025-06-23,
O908273,C1573,2025-05-28,PLACED
O908274,C9882,2025-05-16,PLACED
O908275,C6461,2026-01-27,
O908276,C8082,2025-08-27,SHIPPED
O908277,C10979,2025-11-07,SHIPPED
O908278,C2136,2025-10-09,SHIPPED
O908279,C5035,2025-06-08,
O908280,C6395,2025-05-15,
O908281,C8264,2025-10-15,SHIPPED
O908282,C8955,2025-11-14,PLACED
O908283,C6744,2026-01-28,
O908284,C5779,2025-05-09,DELIVERED
O908285,C3038,2025-09-21,DELIVERED
O908286,C5592,2025-01-31,DELIVERED
O908287,C10209,2025-08-16,SHIPPED
O908288,C7426,2025-12-13,
O908289,C9745,2025-01-09,
O908290,C3728,2025-03-04,PLACED
O908291,C3135,2025-04-01,
O908292,C10227,2025-10-17,PLACED
O908293,C9922,2025-04-10,PLACED
O908294,C10959,2025-08-10,PLACED
O908295,C10321,2025-03-20,DELIVERED
O908296,C3069,2025-09-15,SHIPPED
O908297,C7195,2025-08-18,PLACED
O908298,C2518,2025-11-15,DELIVERED
O908299,C4912,2025-10-17,PLACED
O908300,C6895,2025-11-11,PLACED
O908301,C8638,2025-11-05,PLACED
O908302,C9963,2026-01-26,
O908303,C1335,2025-06-12,DELIVERED
O908304,C2435,2025-04-30,PLACED
O908305,C7107,2025-07-26,SHIPPED
O908306,C3867,2025-11-09,PLACED
O908307,C6191,2025-08-11,DELIVERED
O908308,C10057,2025-08-05,PLACED
O908309,C8695,2025-03-18,
O908310,C7814,2025-07-19,PLACED
O908311,C1080,2025-02-01,PLACED
O908312,C10393,2025-03-10,PLACED
O908313,C8175,2025-04-11,SHIPPED
O908314,C4038,2026-01-25,DELIVERED
O908315,C5391,2025-04-30,
O908316,C9340,2025-02-27,SHIPPED
O908317,C3889,2025-05-08,SHIPPED
O908318,C9156,2025-09-24,
O908319,C9092,2025-08-11,PLACED
O908320,C7635,2025-04-10,
O908321,C6210,2025-12-17,
O908322,C2661,2025-10-15,PLACED
O908323,C1221,2025-06-06,PLACED
O908324,C9037,2025-04-18,PLACED
O908325,C4513,2025-08-02,
O908326,C4112,2025-09-04,SHIPPED
O908327,C9875,2025-01-21,SHIPPED
O908328,C9652,2025-11-03,SHIPPED
O908329,C9086,2025-06-07,PLACED
O908330,C8936,2025-01-01,PLACED
O908331,C1842,2025-04-06,PLACED
O908332,C6204,2025-06-08,
O908333,C9941,2025-04-19,PLACED
O908334,C3498,2025-08-26,DELIVERED
O908335,C8782,2025-03-18,
O908336,C3962,2026-01-11,
O908337,C6995,2025-09-03,SHIPPED
O908338,C1359,2025-06-06,
O908339,C3747,2025-07-18,SHIPPED
O908340,C5342,2025-05-02,PLACED
O908341,C1986,2025-03-29,DELIVERED
O908342,C6137,2025-10-28,SHIPPED
O908343,C1327,2025-01-16,PLACED
O908344,C5850,2025-07-11,
O908345,C8064,2026-01-04,SHIPPED
O908346,C5221,2025-02-18,
O908347,C3036,2025-01-18,DELIVERED
O908348,C1055,2025-01-01,DELIVERED
O908349,C8544,2025-05-25,PLACED
O908350,C4300,2025-04-19,SHIPPED
O908351,C2128,2025-04-04,DELIVERED
O908352,C8303,2025-04-19,PLACED
O908353,C8590,2025-10-30,DELIVERED
O908354,C4177,2025-09-17,
O908355,C7459,2025-12-08,SHIPPED
O908356,C9284,2025-02-20,SHIPPED
O908357,C4019,2025-01-10,
O908358,C7121,2026-01-12,SHIPPED
O908359,C7361,2025-01-14,
O908360,C2222,2025-10-22,
O908361,C4182,2025-10-12,DELIVERED
O908362,C5232,2025-04-03,PLACED
O908363,C7333,2025-06-02,PLACED
O908364,C8448,2025-06-05,PLACED
O908365,C1538,2025-07-26,SHIPPED
O908366,C7049,2025-07-17,SHIPPED
O908367,C10430,2025-05-11,PLACED
O908368,C1497,2025-09-18,SHIPPED
O908369,C9768,2025-05-15,
O908370,C6184,2025-04-11,DELIVERED
O908371,C2744,2025-10-02,DELIVERED
O908372,C3337,2025-10-18,PLACED
O908373,C8737,2025-01-24,DELIVERED
O908374,C10339,2025-09-04,SHIPPED
O908375,C4065,2025-04-11,DELIVERED
O908376,C1982,2025-02-16,PLACED
O908377,C2777,2026-01-11,SHIPPED
O908378,C9485,2025-07-24,
O908379,C3916,2025-08-19,DELIVERED
O908380,C6306,2025-07-21,
O908381,C4341,2025-08-26,
O908382,C10483,2025-06-02,PLACED
O908383,C8949,2025-12-11,
O908384,C8335,2025-03-16,DELIVERED
O908385,C6749,2025-07-23,SHIPPED
O908386,C3894,2025-08-10,SHIPPED
O908387,C1682,2025-12-09,PLACED
O908388,C7994,2025-07-02,
O908389,C2991,2025-05-19,PLACED
O908390,C2339,2025-01-27,
O908391,C2388,2025-01-13,SHIPPED
O908392,C5679,2025-09-11,PLACED
O908393,C6908,2025-03-12,SHIPPED
O908394,C1394,2025-05-19,DELIVERED
O908395,C2517,2025-11-29,
O908396,C9315,2025-07-21,PLACED
O908397,C2283,2025-05-24,PLACED
O908398,C1072,2025-06-10,
O908399,C3911,2025-06-26,
O908400,C3547,2025-12-29,
O908401,C1746,2025-12-09,DELIVERED
O908402,C6467,2025-01-17,
O908403,C1595,2025-02-24,PLACED
O908404,C10410,2025-05-20,SHIPPED
O908405,C10188,2025-12-14,PLACED
O908406,C4087,2025-06-20,
O908407,C5513,2025-04-08,PLACED
O908408,C1190,2025-12-11,PLACED
O908409,C5817,2025-05-13,DELIVERED
O908410,C3347,2025-05-28,PLACED
O908411,C2338,2025-07-18,SHIPPED
O908412,C7587,2025-03-20,SHIPPED
O908413,C10869,2025-12-15,
O908414,C6571,2025-11-18,DELIVERED
O908415,C7482,2025-04-15,PLACED
O908416,C5920,2025-12-27,DELIVERED
O908417,C1254,2025-09-28,DELIVERED
O908418,C6220,2025-06-29,DELIVERED
O908419,C2286,2025-02-04,DELIVERED
O908420,C10839,2026-01-29,
O908421,C8006,2025-04-30,DELIVERED
O908422,C4841,2025-12-11,DELIVERED
O908423,C8320,2025-11-26,DELIVERED
O908424,C8220,2025-07-02,PLACED
O908425,C7727,2025-03-12,
O908426,C9890,2025-03-04,SHIPPED
O908427,C4119,2025-06-10,DELIVERED
O908428,C10651,2025-07-13,DELIVERED
O908429,C5159,2025-03-21,SHIPPED
O908430,C6207,2025-10-28,SHIPPED
O908431,C4233,2025-11-02,PLACED
O908432,C1395,2026-01-20,PLACED
O908433,C7172,2025-09-10,PLACED
O908434,C4411,2025-04-16,PLACED
O908435,C9520,2025-01-10,SHIPPED
O908436,C10719,2025-11-04,DELIVERED
O908437,C8005,2025-06-23,
O908438,C8972,2025-11-02,SHIPPED
O908439,C9983,2025-10-04,PLACED
O908440,C3363,2025-05-04,SHIPPED
O908441,C3047,2025-10-21,DELIVERED
O908442,C4645,2025-09-05,DELIVERED
O908443,C9181,2025-02-10,
O908444,C2052,2025-08-03,DELIVERED
O908445,C1863,2026-01-31,DELIVERED
O908446,C8457,2025-08-01,SHIPPED
O908447,C10233,2026-01-05,SHIPPED
O908448,C9249,2025-01-21,DELIVERED
O908449,C8858,2025-08-23,DELIVERED
O908450,C5466,2025-05-17,PLACED
O908451,C1952,2025-02-08,SHIPPED
O908452,C7580,2025-03-23,DELIVERED
O908453,C2720,2025-03-19,DELIVERED
O908454,C2763,2025-02-02,DELIVERED
O908455,C9604,2025-02-08,
O908456,C5963,2025-06-30,
O908457,C3994,2025-05-26,PLACED
O908458,C10384,2025-12-05,DELIVERED
O908459,C3564,2025-02-14,PLACED
O908460,C9644,2025-05-24,DELIVERED
O908461,C2146,2025-12-18,
O908462,C9758,2025-04-14,DELIVERED
O908463,C9492,2025-02-21,
O908464,C2281,2025-09-17,PLACED
O908465,C3718,2025-01-23,SHIPPED
O908466,C5847,2025-12-01,
O908467,C10983,2025-12-17,SHIPPED
O908468,C6032,2025-06-25,DELIVERED
O908469,C3871,2025-12-31,SHIPPED
O908470,C7984,2025-03-02,SHIPPED
O908471,C5541,2025-09-15,SHIPPED
O908472,C3688,2025-06-16,PLACED
O908473,C7849,2025-02-18,DELIVERED
O908474,C2661,2025-11-23,
O908475,C7514,2025-05-10,SHIPPED
O908476,C5181,2025-06-24,
O908477,C10513,2025-06-16,SHIPPED
O908478,C6837,2025-09-28,DELIVERED
O908479,C1953,2025-10-22,SHIPPED
O908480,C5181,2025-04-15,PLACED
O908481,C6939,2025-10-16,SHIPPED
O908482,C4455,2025-12-11,
O908483,C8885,2025-08-31,
O908484,C7643,2025-07-06,PLACED
O908485,C10183,2026-01-21,SHIPPED
O908486,C2484,2025-08-23,SHIPPED
O908487,C6783,2025-09-15,DELIVERED
O908488,C1063,2025-12-18,PLACED
O908489,C5410,2025-02-23,SHIPPED
O908490,C1188,2025-01-31,SHIPPED
O908491,C6662,2025-07-09,
O908492,C10309,2025-02-10,
O908493,C6343,2025-12-03,PLACED
O908494,C1702,2025-06-15,DELIVERED
O908495,C9604,2025-02-09,PLACED
O908496,C3012,2025-08-29,PLACED
O908497,C6282,2025-04-23,DELIVERED
O908498,C3504,2025-03-20,PLACED
O908499,C10623,2025-12-17,SHIPPED
O908500,C5872,2025-01-23,
O908501,C6692,2025-02-11,DELIVERED
O908502,C1016,2026-02-01,DELIVERED
O908503,C6522,2025-04-25,PLACED
O908504,C9137,2025-06-26,SHIPPED
O908505,C4963,2025-01-09,PLACED
O908506,C4728,2026-01-03,
O908507,C2465,2025-08-20,PLACED
O908508,C1679,2025-01-15,PLACED
O908509,C4055,2025-09-13,SHIPPED
O908510,C9576,2025-08-09,PLACED
O908511,C10166,2025-02-18,DELIVERED
O908512,C8280,2025-02-11,SHIPPED
O908513,C5466,2025-06-17,SHIPPED
O908514,C9167,2025-08-26,DELIVERED
O908515,C9825,2025-01-31,
O908516,C1942,2025-05-16,PLACED
O908517,C5172,2025-04-15,SHIPPED
O908518,C10606,2025-08-13,DELIVERED
O908519,C1946,2025-02-09,
O908520,C10497,2026-01-10,
O908521,C5025,2026-01-03,DELIVERED
O908522,C9406,2025-10-22,PLACED
O908523,C3867,2025-06-05,SHIPPED
O908524,C10679,2025-10-17,
O908525,C1780,2025-05-11,SHIPPED
O908526,C2383,2026-01-09,
O908527,C4525,2025-11-18,
O908528,C6835,2025-07-01,PLACED
O908529,C5763,2025-04-29,
O908530,C1463,2025-03-24,DELIVERED
O908531,C7294,2026-01-16,
O908532,C2686,2025-03-26,
O908533,C2310,2025-07-20,PLACED
O908534,C4170,2025-12-31,SHIPPED
O908535,C3467,2025-07-28,
O908536,C9842,2025-03-16,SHIPPED
O908537,C7376,2025-03-02,DELIVERED
O908538,C8966,2025-07-27,PLACED
O908539,C6741,2025-04-15,DELIVERED
O908540,C5149,2025-10-06,
O908541,C4743,2025-09-19,DELIVERED
O908542,C8068,2025-01-04,PLACED
O908543,C1494,2025-06-03,SHIPPED
O908544,C6522,2025-12-02,DELIVERED
O908545,C2068,2025-07-27,SHIPPED
O908546,C1316,2025-05-05,SHIPPED
O908547,C4240,2026-01-10,
